"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","D7 like salivary odorant-binding protein, partial sequence","Aed al 2","COMPARE209","10","http://db.comparedatabase.org/allergens/view/COMPARE209","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","D7 like salivary odorant-binding protein, partial sequence","Aed al 2","COMPARE211","10","http://db.comparedatabase.org/allergens/view/COMPARE211","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","D7 like salivary odorant-binding protein, partial sequence","Aed al 2","COMPARE214","12","http://db.comparedatabase.org/allergens/view/COMPARE214","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","30 kDa salivary protein, partial sequence","Aed al 3","COMPARE216","10","http://db.comparedatabase.org/allergens/view/COMPARE216","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","30 kDa salivary protein, partial sequence","Aed al 3","COMPARE217","10","http://db.comparedatabase.org/allergens/view/COMPARE217","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Aedes albopictus","(Skuse)","Terristorial","Animal","asian tiger mosquito","30 kDa salivary protein, partial sequence","Aed al 3","COMPARE219","12","http://db.comparedatabase.org/allergens/view/COMPARE219","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Agrostis alba","Linnaeus","Terristorial","Plant","Bent grass","pollen allergen Agr a I - bent grass (fragment)","IUIS Name not found","E37396","26","http://db.comparedatabase.org/allergens/view/E37396","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Agrostis alba","Linnaeus","Terristorial","Plant","Bent grass","Group I allergen Agr a I (Form 2), pollen","IUIS Name not found","Q7M1X7","35","http://db.comparedatabase.org/allergens/view/Q7M1X7","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Agrostis alba","Linnaeus","Terristorial","Plant","Bent grass","Group I allergen Agr a I (Form 1), pollen","IUIS Name not found","Q7M1X9","35","http://db.comparedatabase.org/allergens/view/Q7M1X9","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alnus glutinosa","(L.) Gaertn.","Terristorial","Plant","Alder","pollen allergen Aln g 4 [Alnus glutinosa]","IUIS Name not found","CAA76831.1","85","http://db.comparedatabase.org/allergens/view/CAA76831.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alnus glutinosa","(L.) Gaertn.","Terristorial","Plant","Alder","Aln g I [Alnus glutinosa]","IUIS Name not found","AAB24432.1","160","http://db.comparedatabase.org/allergens/view/AAB24432.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alternaria alternata","(Fries) Keissler","Habitat of species not found","Microorganism","Fungus","serine protease","Alt a 15","AHZ97469.1","507","http://db.comparedatabase.org/allergens/view/AHZ97469.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alternaria alternata","(Fries) Keissler","Habitat of species not found","Microorganism","Fungus","manganese superoxide dismutase","Alt a 14","AGS80276.1","191","http://db.comparedatabase.org/allergens/view/AGS80276.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alternaria alternata","(Fries) Keissler","Habitat of species not found","Microorganism","Fungus","Chain A, Crystal Structure Of Alternaria Alternata Allergen Alt A 1","IUIS Name not found","3V0R_A","133","http://db.comparedatabase.org/allergens/view/3V0R_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alternaria alternata","(Fries) Keissler","Habitat of species not found","Microorganism","Fungus","TCTP [Alternaria alternata]","IUIS Name not found","ABI26088.1","169","http://db.comparedatabase.org/allergens/view/ABI26088.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Alternaria alternata","(Fries) Keissler","Habitat of species not found","Microorganism","Fungus","RecName: Full=60S acidic ribosomal protein P2; AltName: Full=Minor allergen Alt a 5; AltName: Full=Allergen Alt a 6; AltName: Full=Allergen Alt a VI; AltName: Allergen=Alt a 5","IUIS Name not found","P42037.1","113","http://db.comparedatabase.org/allergens/view/P42037.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
